gene,gene_name,gene_type,Log2 IP / Input Fold Change,ip_rpkm,input_rpkm
ENSG00000213365.3,AP000593.6,pseudogene,inf,0.677333107857,0.0
ENSG00000064655.14,EYA2,protein_coding,2.2032423801335694,4.30926893627,0.935753703417
ENSG00000252354.1,SNORD112,snoRNA,,0.0,0.0
ENSG00000229532.1,AC105443.2,pseudogene,,0.0,0.0
ENSG00000147144.8,CCDC120,protein_coding,2.700564301354097,1.0186820282100002,0.156706779112
ENSG00000232723.1,AC013399.3,pseudogene,,0.0,0.0
ENSG00000256044.1,RP11-324E6.4,pseudogene,,0.0,0.0
ENSG00000229325.1,ACAP2-IT1,sense_intronic,-inf,0.0,0.989257123791
ENSG00000199949.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000143878.8,RHOB,protein_coding,1.441849337033177,22.672758802199997,8.345732649810001
ENSG00000243905.2,RN7SL679P,misc_RNA,,0.0,0.0
ENSG00000255253.1,RP11-303G3.9,pseudogene,,0.0,0.0
ENSG00000235991.4,RP11-143H17.1,pseudogene,-inf,0.0,0.22778076120299998
ENSG00000235172.3,CTB-114C7.3,processed_transcript,,0.0,0.0
ENSG00000233608.2,TWIST2,protein_coding,inf,0.409630744496,0.0
ENSG00000232380.1,ZDHHC20P4,pseudogene,-0.5308169079864913,5.7364592442,8.287732477899999
ENSG00000161807.2,OR7G1,protein_coding,,0.0,0.0
ENSG00000199862.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000261779.1,RP11-69H7.3,antisense,,0.0,0.0
ENSG00000235832.2,CNN2P3,pseudogene,,0.0,0.0
ENSG00000166860.2,ZBTB39,protein_coding,1.7698917498689,11.3833249917,3.3379407944099997
ENSG00000207381.1,U6,snRNA,,0.0,0.0
ENSG00000235148.2,HMGB3P23,pseudogene,,0.0,0.0
ENSG00000108342.8,CSF3,protein_coding,,0.0,0.0
ENSG00000235501.1,RP4-639F20.1,antisense,0.5222450395317856,4.74220605505,3.30193864176
ENSG00000270416.1,REXO1L10P,pseudogene,,0.0,0.0
ENSG00000221467.1,AC132803.1,miRNA,,0.0,0.0
ENSG00000100060.13,MFNG,protein_coding,0.49893035251281814,0.0793313253114,0.056137324173600005
ENSG00000239819.1,IGKV1D-8,IG_V_gene,,0.0,0.0
ENSG00000237492.1,RP11-430I15.2,pseudogene,,0.0,0.0
ENSG00000235253.1,AC010240.2,pseudogene,3.386455700127575,29.5819456379,2.8287983493299995
ENSG00000224512.2,AC021593.1,pseudogene,1.1851358607604645,9.01274551537,3.96365335129
ENSG00000249601.2,CTB-27N1.1,lincRNA,,0.0,0.0
ENSG00000180346.2,TIGD2,protein_coding,-1.201509294055883,2.30982947536,5.3121491048100005
ENSG00000254052.1,IGHVIII-67-4,IG_V_pseudogene,,0.0,0.0
ENSG00000232710.1,RP4-669P10.16,sense_intronic,,0.0,0.0
ENSG00000238832.1,snoU109,snoRNA,inf,1.6698142154100002,0.0
ENSG00000235804.2,RP4-535B20.2,pseudogene,,0.0,0.0
ENSG00000235566.2,RP11-435B5.7,lincRNA,-inf,0.0,0.20980545092
ENSG00000174407.7,C20orf166,protein_coding,,0.0,0.0
ENSG00000221737.1,MIR548I1,miRNA,,0.0,0.0
ENSG00000109919.5,MTCH2,protein_coding,-0.4211205741071704,14.8462320956,19.878617185499998
ENSG00000197653.10,DNAH10,protein_coding,1.8805348901603267,0.37561521734,0.10201070963600001
ENSG00000200204.1,RNU1-22P,snRNA,,0.0,0.0
ENSG00000249153.1,CTD-2036A18.2,lincRNA,,0.0,0.0
ENSG00000269307.1,CTD-2278I10.6,protein_coding,1.7449071189589302,8.90263531945,2.65612923018
ENSG00000149656.4,LINC00266-1,processed_transcript,1.9843572898559008,0.335594212546,0.08481318961889998
ENSG00000237749.3,RP3-423B22.5,pseudogene,-1.108950661758528,113.33060639,244.44132289799998
ENSG00000225857.1,RP11-46A10.2,lincRNA,-inf,0.0,0.229007026936
ENSG00000236097.1,BNIP3P2,pseudogene,,0.0,0.0
ENSG00000181023.5,OR56B1,protein_coding,,0.0,0.0
ENSG00000256079.1,RP11-318G8.2,pseudogene,-1.0860320716229594,0.731973355382,1.55390155887
ENSG00000229339.1,RP11-193I22.2,pseudogene,,0.0,0.0
ENSG00000229605.4,RP11-492M23.2,pseudogene,-3.144925763713962,17.4171366158,154.061367104
ENSG00000211827.1,TRDJ2,TR_J_gene,,0.0,0.0
ENSG00000248783.1,RP11-308B16.2,lincRNA,,0.0,0.0
ENSG00000225974.1,AC005550.5,lincRNA,,0.0,0.0
ENSG00000173548.8,SNX33,protein_coding,3.2538179347070537,1.62184305144,0.170024703318
ENSG00000260082.1,RP11-2C24.5,pseudogene,inf,0.804191461603,0.0
ENSG00000136521.8,NDUFB5,protein_coding,-1.7266210157994244,2.9073542783499997,9.62194063868
ENSG00000210140.1,MT-TC,Mt_tRNA,1.8208585161942232,73.9856146536,20.9418119243
ENSG00000177803.7,RP11-606P2.1,pseudogene,0.42678065784484953,14.2952390215,10.634513863099999
ENSG00000206104.2,KRTAP20-3,protein_coding,,0.0,0.0
ENSG00000252224.1,RNU4ATAC15P,snRNA,,0.0,0.0
ENSG00000238425.1,snoU13,snoRNA,,0.0,0.0
ENSG00000263802.1,AL121655.1,miRNA,,0.0,0.0
ENSG00000214892.4,USP8P1,pseudogene,0.23589601854353023,2.26700108647,1.9250408544799997
ENSG00000160183.9,TMPRSS3,protein_coding,,0.0,0.0
ENSG00000201183.1,U1,snRNA,inf,1.50283279667,0.0
ENSG00000188342.7,GTF2F2,protein_coding,-0.9882784072229192,10.8661884503,21.5565212864
ENSG00000170445.8,HARS,protein_coding,1.9196504963506371,13.3666658854,3.53305755167
ENSG00000170558.4,CDH2,protein_coding,1.6051799277309475,50.504319315100005,16.6005017767
ENSG00000235329.2,RP5-1168A5.1,pseudogene,,0.0,0.0
ENSG00000199223.1,Y_RNA,misc_RNA,-inf,0.0,1.6846754524399998
ENSG00000201604.1,U6,snRNA,,0.0,0.0
ENSG00000174417.2,TRHR,protein_coding,,0.0,0.0
ENSG00000101082.9,SLA2,protein_coding,,0.0,0.0
ENSG00000235514.1,AP000226.9,pseudogene,,0.0,0.0
ENSG00000226648.1,RP1-1J6.2,antisense,0.49893042775162805,0.16525996358699999,0.116943107008
ENSG00000213212.3,NCLP1,pseudogene,0.20347452817843112,2.7003427503,2.34513017946
ENSG00000213300.4,RP11-642N14.1,pseudogene,0.11943704876744354,27.0360369323,24.887936886
ENSG00000002746.9,HECW1,protein_coding,3.079075922968229,0.255265476526,0.0302063236029
ENSG00000265035.1,AC079772.1,miRNA,,0.0,0.0
ENSG00000250977.1,RP11-173E2.2,lincRNA,,0.0,0.0
ENSG00000262456.1,RP1-59D14.1,antisense,,0.0,0.0
ENSG00000119121.17,TRPM6,protein_coding,1.8376656243364817,0.387799052499,0.10849613532400001
ENSG00000226340.1,AC105402.3,pseudogene,-2.6709945811530558,0.44200964525499997,2.81501837167
ENSG00000243328.1,RP11-520P18.1,pseudogene,-inf,0.0,0.497521113147
ENSG00000196866.2,HIST1H2AD,protein_coding,1.4989304232763419,3.6804068307,1.3021853624700002
ENSG00000201860.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000165630.9,PRPF18,protein_coding,-1.5331355663875785,6.66561990564,19.2912486193
ENSG00000200370.1,RNA5S17,rRNA,,0.0,0.0
ENSG00000224307.1,RP11-344B5.2,lincRNA,,0.0,0.0
ENSG00000204001.5,LCN8,protein_coding,,0.0,0.0
ENSG00000231771.1,RP11-147O5.1,lincRNA,-0.5010695856844576,0.031567972269900005,0.04467696486719999
ENSG00000226947.1,RP1-52J10.9,pseudogene,,0.0,0.0
ENSG00000265835.1,AC009800.1,miRNA,,0.0,0.0
ENSG00000207997.1,MIR644A,miRNA,,0.0,0.0
ENSG00000266455.1,RN7SL765P,misc_RNA,,0.0,0.0
ENSG00000103490.13,PYCARD,protein_coding,,0.0,0.0
ENSG00000198700.5,IPO9,protein_coding,1.8444672673894316,32.424686617199995,9.02892018357
ENSG00000260817.2,RP11-382N13.4,pseudogene,,0.0,0.0
ENSG00000164190.12,NIPBL,protein_coding,0.28334116023781436,14.162299756500001,11.636961409200001
ENSG00000235492.1,RP11-16L9.4,lincRNA,,0.0,0.0
ENSG00000261511.1,CTD-3244O18.7,pseudogene,,0.0,0.0
ENSG00000266449.1,MIR3713,miRNA,,0.0,0.0
ENSG00000235175.1,RPL26P37,pseudogene,-0.8229976597195554,5.50236266071,9.73410873623
ENSG00000202250.1,U6,snRNA,,0.0,0.0
ENSG00000244158.1,RP1-93H18.6,antisense,,0.0,0.0
ENSG00000208797.1,SNORD73A,snoRNA,,0.0,0.0
ENSG00000265821.1,RN7SL739P,misc_RNA,inf,0.823470024037,0.0
ENSG00000207475.1,SNORA42,snoRNA,,0.0,0.0
ENSG00000212593.1,SNORA75,snoRNA,,0.0,0.0
ENSG00000216131.1,AC025284.1,miRNA,,0.0,0.0
ENSG00000163644.9,PPM1K,protein_coding,-0.8201470727205609,1.87207650621,3.30531201902
ENSG00000248049.2,RP11-453E17.1,processed_transcript,-0.5809563241315311,0.710521517033,1.06282684204
ENSG00000212123.3,PRR22,protein_coding,inf,0.666075479484,0.0
ENSG00000007402.7,CACNA2D2,protein_coding,3.353859554804984,1.63932051604,0.160343569281
ENSG00000232790.2,AC006481.1,processed_transcript,,0.0,0.0
ENSG00000110013.8,SIAE,protein_coding,2.224563713761092,3.5200372051199995,0.7531593096349999
ENSG00000222985.1,U2,snRNA,,0.0,0.0
ENSG00000213888.2,AC005003.1,protein_coding,2.5863932660821427,2.2772730933000003,0.379169295091
ENSG00000254351.1,ARL2BPP5,pseudogene,,0.0,0.0
ENSG00000201554.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000268472.1,AP002884.2,protein_coding,,0.0,0.0
ENSG00000229774.1,AC018866.1,lincRNA,,0.0,0.0
ENSG00000224286.1,RP11-297H3.4,lincRNA,,0.0,0.0
ENSG00000231612.1,RP11-522M21.3,antisense,,0.0,0.0
ENSG00000266320.1,MIR3909,miRNA,,0.0,0.0
ENSG00000223685.1,LINC00571,lincRNA,-0.5308169129533395,0.200464713477,0.289620801186
ENSG00000222999.1,AC105247.1,miRNA,,0.0,0.0
ENSG00000207641.1,MIR510,miRNA,,0.0,0.0
ENSG00000234635.3,LINC00849,lincRNA,-2.238035183570692,0.405942454672,1.9150503425
ENSG00000252852.1,SNORA31,snoRNA,,0.0,0.0
ENSG00000271647.1,RP5-1198O20.6,pseudogene,inf,1.20484806261,0.0
ENSG00000262950.1,RP11-189E14.5,lincRNA,,0.0,0.0
ENSG00000227586.4,RP11-162A23.5,pseudogene,0.013503633172979262,6.929488589339999,6.86493114004
ENSG00000127507.13,EMR2,protein_coding,4.387483275437509,0.414146260208,0.0197874428069
ENSG00000152953.8,STK32B,protein_coding,,0.0,0.0
ENSG00000187475.4,HIST1H1T,protein_coding,-inf,0.0,0.23501687941500002
ENSG00000227766.1,HCG4P5,pseudogene,,0.0,0.0
ENSG00000225402.1,AC010878.3,pseudogene,0.43880943622516566,32.4129140024,23.9124059145
ENSG00000233163.1,RP11-259F16.3,pseudogene,,0.0,0.0
ENSG00000233124.1,RP11-199B17.1,lincRNA,,0.0,0.0
ENSG00000266568.1,AL049610.1,miRNA,,0.0,0.0
ENSG00000213820.3,RPL13P2,pseudogene,inf,0.365430467275,0.0
ENSG00000229989.3,RP11-31E23.1,lincRNA,-0.17009633810676295,0.14815357193,0.166692563909
ENSG00000265515.1,AC092287.1,miRNA,,0.0,0.0
ENSG00000235427.1,AC006159.5,antisense,,0.0,0.0
ENSG00000245651.2,RP11-620J15.2,lincRNA,,0.0,0.0
ENSG00000232431.3,RP11-578F21.10,pseudogene,,0.0,0.0
ENSG00000266275.1,AC034187.5,miRNA,,0.0,0.0
ENSG00000254978.1,ALG1L9P,pseudogene,1.4989304277570048,0.8541856022,0.302224193066
ENSG00000258529.1,ALG9,protein_coding,0.874638170979395,10.264835889,5.598345348990001
ENSG00000248338.1,RP11-472K22.2,lincRNA,,0.0,0.0
ENSG00000172774.6,OR1S1,protein_coding,,0.0,0.0
ENSG00000264583.1,MIR4487,miRNA,,0.0,0.0
ENSG00000241035.2,RP11-689J19.1,pseudogene,,0.0,0.0
ENSG00000143919.10,CAMKMT,protein_coding,-0.9289800372957794,0.8154124065360001,1.55248771261
ENSG00000262974.1,RP11-457I16.4,pseudogene,,0.0,0.0
ENSG00000219932.5,RPL12P8,pseudogene,-1.7726659937494909,14.4602468177,49.408462798100004
ENSG00000232363.1,RP1-102D24.5,antisense,,0.0,0.0
ENSG00000238883.1,AC114491.1,miRNA,,0.0,0.0
ENSG00000071991.4,CDH19,protein_coding,,0.0,0.0
ENSG00000266667.1,RP11-849N15.4,lincRNA,,0.0,0.0
ENSG00000186409.10,CCDC30,protein_coding,-0.41544918882348697,0.300180428813,0.400354801277
ENSG00000254843.1,RP11-648O15.1,pseudogene,,0.0,0.0
ENSG00000206590.1,U6,snRNA,,0.0,0.0
ENSG00000267215.1,RP11-685A21.1,lincRNA,,0.0,0.0
ENSG00000230393.1,AC092667.2,antisense,-0.8229976475245501,0.186037333472,0.329114551216
ENSG00000258758.1,RP11-613G13.1,pseudogene,-2.6709945408428597,0.148519615116,0.9458740050390001
ENSG00000159650.4,UROC1,protein_coding,,0.0,0.0
ENSG00000112273.5,HDGFL1,protein_coding,,0.0,0.0
ENSG00000111817.11,DSE,protein_coding,1.6473458471627895,22.2944024695,7.116973090219999
ENSG00000267492.1,RP1-37N7.6,pseudogene,,0.0,0.0
ENSG00000143387.8,CTSK,protein_coding,-2.304296534601145,0.128036879424,0.632408147716
ENSG00000265243.1,IGJCOR18,IG_C_pseudogene,,0.0,0.0
ENSG00000067840.7,PDZD4,protein_coding,2.5062723996871745,0.216594831051,0.0381228112214
ENSG00000101331.11,CCM2L,protein_coding,3.0838929383263447,0.557896169626,0.0657974559216
ENSG00000221081.1,MIR320D2,miRNA,,0.0,0.0
ENSG00000224042.2,MTND4P6,pseudogene,,0.0,0.0
ENSG00000257815.1,RP11-611E13.2,processed_transcript,-0.3718155988183287,1.28215296533,1.6590806159399998
ENSG00000240489.1,SETP14,pseudogene,-0.5638276981760908,189.163909028,279.619419372
ENSG00000266677.1,RP11-258F1.1,antisense,,0.0,0.0
ENSG00000254785.1,RP11-81M19.1,pseudogene,inf,0.22570705612,0.0
ENSG00000268652.1,CTD-3187F8.7,pseudogene,,0.0,0.0
ENSG00000143278.3,F13B,protein_coding,-inf,0.0,0.139640722771
ENSG00000270000.1,RP3-449M8.9,lincRNA,-inf,0.0,0.395702838829
ENSG00000265253.1,MIR4446,miRNA,,0.0,0.0
ENSG00000248203.1,CTC-503K11.2,antisense,,0.0,0.0
ENSG00000106351.8,AGFG2,protein_coding,2.6395371857248913,0.966176953048,0.155051797789
ENSG00000134398.8,ERN2,protein_coding,,0.0,0.0
ENSG00000200198.1,RN7SKP211,misc_RNA,,0.0,0.0
ENSG00000129910.3,CDH15,protein_coding,inf,0.05211383718669999,0.0
ENSG00000227556.1,RP11-472F19.1,pseudogene,,0.0,0.0
ENSG00000237527.1,AF241725.6,lincRNA,,0.0,0.0
ENSG00000196220.10,SRGAP3,protein_coding,1.8302376978032149,0.736262167463,0.207050383274
ENSG00000255470.1,RP11-113D6.6,protein_coding,,0.0,0.0
ENSG00000270497.1,RP1-290F12.3,pseudogene,,0.0,0.0
ENSG00000242542.2,RN7SL489P,misc_RNA,,0.0,0.0
ENSG00000253872.1,RP11-90D11.1,lincRNA,,0.0,0.0
ENSG00000200670.1,U6,snRNA,,0.0,0.0
ENSG00000164451.9,FAM26D,protein_coding,,0.0,0.0
ENSG00000168418.6,KCNG4,protein_coding,,0.0,0.0
ENSG00000030304.8,MUSK,protein_coding,,0.0,0.0
ENSG00000226824.2,RP4-756H11.3,sense_intronic,,0.0,0.0
ENSG00000162576.11,MXRA8,protein_coding,,0.0,0.0
ENSG00000256632.3,RP13-672B3.2,protein_coding,1.2393921836669777,5.07238362615,2.1484134781999997
ENSG00000269921.1,RP11-646I6.5,lincRNA,1.4989304290974161,0.910807754708,0.322257993743
ENSG00000223819.2,RP3-347M6.1,pseudogene,,0.0,0.0
ENSG00000223202.1,RN7SKP297,misc_RNA,,0.0,0.0
ENSG00000236489.1,RP11-537I16.2,pseudogene,-inf,0.0,0.5709806063639999
ENSG00000212589.1,SNORA17,snoRNA,,0.0,0.0
ENSG00000199301.1,U6,snRNA,,0.0,0.0
ENSG00000188676.9,IDO2,protein_coding,,0.0,0.0
ENSG00000265810.1,MIR3907,miRNA,,0.0,0.0
ENSG00000101850.8,GPR143,protein_coding,,0.0,0.0
ENSG00000139219.13,COL2A1,protein_coding,4.764842865241363,32.3919334923,1.19145116154
ENSG00000256391.1,SDIM1,protein_coding,,0.0,0.0
ENSG00000236534.1,H3F3BP1,pseudogene,0.850531129463477,44.2505753854,24.540507511599998
ENSG00000244585.1,RPL12P33,pseudogene,-0.8795811954976823,2.44860740345,4.5050486131300005
ENSG00000261723.1,CTD-2196E14.3,processed_transcript,,0.0,0.0
ENSG00000232936.1,RP11-80H5.2,antisense,-5.0938255806705275,0.0326602937236,1.11535823622
ENSG00000197748.8,WDR96,protein_coding,0.09401262213989538,0.9284105629870001,0.8698401577
ENSG00000225137.1,DYNC1I2P1,pseudogene,0.8475949055141875,23.168331489,12.8748823049
ENSG00000225165.3,CTD-2538A21.1,pseudogene,-0.6854941432645802,4.11350811665,6.61556068421
ENSG00000248621.2,RP11-5K16.3,pseudogene,,0.0,0.0
ENSG00000264015.1,RP11-176N18.2,lincRNA,,0.0,0.0
ENSG00000265727.1,RN7SL648P,misc_RNA,,0.0,0.0
ENSG00000133243.4,BTBD2,protein_coding,1.8585219611496528,1.1565932563099999,0.318940593354
ENSG00000017260.14,ATP2C1,protein_coding,0.6704962802648675,17.390867073499997,10.9265169363
ENSG00000197177.10,GPR123,protein_coding,,0.0,0.0
ENSG00000237950.1,RP11-7O11.3,antisense,,0.0,0.0
ENSG00000211445.6,GPX3,protein_coding,1.1174100700004577,1.5833210587,0.729785179648
ENSG00000171777.11,RASGRP4,protein_coding,,0.0,0.0
ENSG00000164117.8,FBXO8,protein_coding,-1.0679506429256684,1.96300102409,4.11533983066
ENSG00000257989.1,RP1-288H2.2,processed_transcript,,0.0,0.0
ENSG00000265496.1,hsa-mir-1539,antisense,,0.0,0.0
ENSG00000200752.1,Y_RNA,misc_RNA,,0.0,0.0
ENSG00000171729.9,TMEM51,protein_coding,0.4989304271319482,1.39860950271,0.9896997267700001
ENSG00000263584.1,MIR4480,miRNA,,0.0,0.0
ENSG00000254009.1,IGKV2D-38,IG_V_pseudogene,,0.0,0.0
ENSG00000232821.1,AC003986.6,antisense,,0.0,0.0
ENSG00000229800.1,ATP8A2P2,pseudogene,,0.0,0.0
ENSG00000130363.6,RSPH3,protein_coding,0.20441789001217409,2.1126069678,1.83350792434
ENSG00000239253.1,CTD-2632B17.3,pseudogene,,0.0,0.0
ENSG00000265737.1,RP11-1157N2__B.2,antisense,,0.0,0.0
ENSG00000204335.3,SP5,protein_coding,,0.0,0.0
ENSG00000223087.1,U6,snRNA,,0.0,0.0
ENSG00000254015.1,CTD-2547L16.2,pseudogene,,0.0,0.0
ENSG00000239911.1,PRKAG2-AS1,antisense,-0.1791414764245146,1.0445406050700001,1.18263924084
ENSG00000200393.1,U6,snRNA,,0.0,0.0
ENSG00000242163.1,RP11-299L17.1,pseudogene,-1.1225579508780565,7.814730570660001,17.0152221845
ENSG00000176401.5,EID2B,protein_coding,-0.9416421578855569,2.7089690125300003,5.20315270432
ENSG00000265968.1,RN7SL103P,misc_RNA,,0.0,0.0
ENSG00000230312.2,LL0XNC01-116E7.4,pseudogene,,0.0,0.0
ENSG00000183535.5,COL18A1-AS1,processed_transcript,,0.0,0.0
ENSG00000238273.2,AC012360.6,antisense,-inf,0.0,0.084821645412
ENSG00000235601.1,RP11-231K24.2,lincRNA,,0.0,0.0
ENSG00000231547.1,RP11-38O14.6,pseudogene,,0.0,0.0
ENSG00000145113.17,MUC4,protein_coding,,0.0,0.0
ENSG00000252819.1,AL121898.1,miRNA,,0.0,0.0
ENSG00000266566.1,AC009994.2,miRNA,,0.0,0.0
ENSG00000231992.1,RP11-57H12.2,processed_transcript,,0.0,0.0
ENSG00000174562.9,KLK15,protein_coding,,0.0,0.0
ENSG00000238888.1,snoU13,snoRNA,,0.0,0.0
ENSG00000245812.2,RP11-175K6.1,processed_transcript,,0.0,0.0
ENSG00000242379.2,RN7SL261P,misc_RNA,,0.0,0.0
ENSG00000146352.7,CLVS2,protein_coding,,0.0,0.0
ENSG00000205930.4,C21orf49,protein_coding,-0.08603207072729459,0.275118132113,0.292023262155
ENSG00000107185.8,RGP1,protein_coding,2.498555895068184,12.9869773323,2.29809412375
ENSG00000261377.1,RP11-578F21.12,pseudogene,0.8332252434446836,15.6208752877,8.76757669745
ENSG00000134490.9,TMEM241,protein_coding,1.4563709904232525,2.49107075965,0.907767669367
ENSG00000267412.1,CTC-265F19.2,sense_intronic,,0.0,0.0
ENSG00000016391.5,CHDH,protein_coding,2.674680025380739,6.12386567608,0.959106291039
ENSG00000259505.1,RP11-74D7.1,pseudogene,,0.0,0.0
ENSG00000254546.1,RP11-113D6.9,pseudogene,,0.0,0.0
ENSG00000233882.1,RP11-309H21.2,lincRNA,,0.0,0.0
ENSG00000228571.1,HSFY7P,pseudogene,,0.0,0.0
ENSG00000237674.1,GSTA7P,pseudogene,,0.0,0.0
ENSG00000249026.2,CTNNAP1,pseudogene,2.5823464272989733,15.695151548599998,2.6206062936400003
ENSG00000105088.4,OLFM2,protein_coding,0.4989304129746826,0.192980132247,0.13655876473099998
ENSG00000223838.1,AC007091.1,lincRNA,,0.0,0.0
ENSG00000261367.1,RP11-455F5.4,antisense,,0.0,0.0
ENSG00000241656.1,UBA52P7,pseudogene,,0.0,0.0
ENSG00000229912.1,AC128709.4,lincRNA,,0.0,0.0
ENSG00000267428.1,RP11-289E15.1,pseudogene,,0.0,0.0
ENSG00000270992.1,RP11-190G13.4,pseudogene,,0.0,0.0
ENSG00000227880.1,RP11-46E17.6,lincRNA,,0.0,0.0
ENSG00000211459.2,MT-RNR1,Mt_rRNA,-2.1562800375613707,2697.71892234,12025.459182100001
ENSG00000255497.1,RP11-726G23.12,pseudogene,,0.0,0.0
ENSG00000266669.1,AC097452.1,miRNA,,0.0,0.0
ENSG00000256709.1,AL139812.1,pseudogene,,0.0,0.0
ENSG00000102096.9,PIM2,protein_coding,1.797750467070808,13.957453640799999,4.014480740480001
ENSG00000225928.2,CACYBPP1,pseudogene,-0.501069572246692,0.353088469114,0.499712837043
ENSG00000227917.1,RP11-143M1.3,lincRNA,,0.0,0.0
ENSG00000243650.2,RN7SL834P,misc_RNA,,0.0,0.0
ENSG00000107263.14,RAPGEF1,protein_coding,3.2131852331099653,12.119073889400001,1.30678546881
ENSG00000232036.2,GS1-115G20.2,pseudogene,inf,0.181611214099,0.0
ENSG00000214113.5,LYRM4,protein_coding,0.2489770752891525,4.05657843169,3.41358176061
ENSG00000263890.1,MIR4303,miRNA,,0.0,0.0
ENSG00000158639.7,PAGE5,protein_coding,,0.0,0.0
ENSG00000213882.2,CYB5P4,pseudogene,,0.0,0.0
ENSG00000267503.1,RP11-53B2.4,antisense,,0.0,0.0
ENSG00000140988.11,RPS2,protein_coding,0.1810213306311751,71.70131198600001,63.246173057700005
ENSG00000267680.1,ZNF224,protein_coding,-0.466006000427704,10.5534701384,14.5772992709
ENSG00000227558.4,PGM5P2,pseudogene,1.5280767761010094,0.210646734531,0.0730394990287
ENSG00000257489.2,RP11-175P13.3,pseudogene,-0.3406851292591981,0.8527820715960001,1.07992726109
ENSG00000253131.1,IGHV7-56,IG_V_pseudogene,,0.0,0.0
ENSG00000230166.1,RP11-526K21.2,pseudogene,,0.0,0.0
ENSG00000226381.3,RP11-119F19.2,processed_transcript,0.751114824171915,3.04689564575,1.81029556689
ENSG00000199127.1,MIR383,miRNA,,0.0,0.0
ENSG00000122565.14,CBX3,protein_coding,-2.068889687219285,16.0071751504,67.1602881166
ENSG00000233888.2,AC009960.2,pseudogene,,0.0,0.0
ENSG00000258990.2,RP11-151G14.1,pseudogene,inf,0.223677450753,0.0
ENSG00000148156.6,ACTL7B,protein_coding,,0.0,0.0
ENSG00000230757.1,NFU1P1,pseudogene,-2.086032107905077,0.31146793713300003,1.32242662021
ENSG00000238026.1,RP11-78E6.1,pseudogene,,0.0,0.0
ENSG00000100441.5,KHNYN,protein_coding,3.138066118937983,26.5339618764,3.01404734957
ENSG00000164105.3,SAP30,protein_coding,0.03438103801626618,14.4297062417,14.0898953065
ENSG00000258382.1,CTD-2313J17.2,processed_transcript,,0.0,0.0
ENSG00000263504.1,AC092104.1,miRNA,,0.0,0.0
ENSG00000238747.1,snoU13,snoRNA,,0.0,0.0
ENSG00000213569.4,RP13-383K5.4,pseudogene,-1.8969982452658285,7.489527509330001,27.8938071407
ENSG00000232229.1,LINC00865,processed_transcript,,0.0,0.0
ENSG00000230747.1,AC021188.4,antisense,,0.0,0.0
ENSG00000228872.2,AC096664.2,pseudogene,1.4989304102843621,1.2378545708,0.437972265466
ENSG00000149476.10,DAK,protein_coding,2.2341637316555407,1.4792110354899999,0.314398047088
ENSG00000249462.1,MLLT10P2,pseudogene,,0.0,0.0
ENSG00000256715.1,AL050302.1,protein_coding,,0.0,0.0
ENSG00000253290.1,RP11-597M17.3,pseudogene,,0.0,0.0
ENSG00000258378.1,RP11-517O13.1,antisense,,0.0,0.0
ENSG00000182591.4,KRTAP11-1,protein_coding,,0.0,0.0
ENSG00000224276.1,RP11-336K24.5,antisense,,0.0,0.0
ENSG00000102934.5,PLLP,protein_coding,-0.5010696098752296,0.148887459454,0.210714829887
ENSG00000271136.1,RP11-320J16.1,pseudogene,,0.0,0.0
ENSG00000241101.1,PRICKLE2-AS2,antisense,,0.0,0.0
ENSG00000223116.1,AL157931.1,miRNA,,0.0,0.0
ENSG00000253437.1,RP11-90P5.4,sense_intronic,,0.0,0.0
ENSG00000206686.1,U6,snRNA,,0.0,0.0
ENSG00000260209.1,RP11-680F20.10,lincRNA,-inf,0.0,0.113662144001
ENSG00000242510.1,NDUFB4P1,pseudogene,,0.0,0.0
ENSG00000117519.11,CNN3,protein_coding,0.38401446650699245,62.4158223055,47.8293879414
ENSG00000160505.11,NLRP4,protein_coding,-inf,0.0,0.0437072234815
ENSG00000197914.2,HIST1H4K,protein_coding,,0.0,0.0
ENSG00000248443.1,RP11-284A20.3,lincRNA,,0.0,0.0
ENSG00000236931.2,BX664608.1,pseudogene,,0.0,0.0
ENSG00000169217.4,CD2BP2,protein_coding,3.26648434328559,19.9770699323,2.07597453643
ENSG00000259268.1,AC007950.1,processed_transcript,,0.0,0.0
ENSG00000213366.7,GSTM2,protein_coding,-inf,0.0,0.018691884105599996
ENSG00000237701.1,ATP5JP1,pseudogene,-1.5002678455841074,6.762747801950001,19.1314908751
ENSG00000237859.1,EEF1A1P31,pseudogene,,0.0,0.0
ENSG00000267360.2,ZNF585B,protein_coding,0.9199113193857689,8.1082112258,4.2855261888800005
ENSG00000229468.1,AC097635.5,pseudogene,,0.0,0.0
ENSG00000269944.1,RP11-770J1.7,sense_intronic,,0.0,0.0
ENSG00000223128.1,RN7SKP140,misc_RNA,,0.0,0.0
ENSG00000271573.1,RP11-96C23.12,pseudogene,,0.0,0.0
ENSG00000236118.1,LL22NC03-30E12.10,pseudogene,,0.0,0.0
ENSG00000211895.3,IGHA1,IG_C_gene,,0.0,0.0
ENSG00000199773.1,U1,snRNA,,0.0,0.0
ENSG00000259212.1,CTD-3065B20.2,antisense,,0.0,0.0
